+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| COUNT | 1XX | 2XX  | 3XX | 4XX | 5XX | METHOD |                                              URI                                              |  MIN  |  MAX  |   SUM   |  AVG  |  P90  |  P95  |  P99  | STDDEV |  MIN(BODY)  |  MAX(BODY)  |  SUM(BODY)   |  AVG(BODY)  |
+-------+-----+------+-----+-----+-----+--------+-----------------------------------------------------------------------------------------------+-------+-------+---------+-------+-------+-------+-------+--------+-------------+-------------+--------------+-------------+
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0D24HW7MJ3D4ZM3GDGMP7M/classes/01HB0D2FP72R42TWE75T45WCBG/assignments/scores | 0.308 | 0.308 | 0.308   | 0.308 | 0.308 | 0.308 | 0.308 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0D10ZQA9JFRMPJGF486ASG/classes/01HB0D2A46C6E31QCVTXH3H8GA/assignments/scores | 0.056 | 0.056 | 0.056   | 0.056 | 0.056 | 0.056 | 0.056 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D29ATHQKN9MA60DHP2GH7/classes/01HB0D2N4YY7Z9CT7B80YKEM0Q/assignments/export | 1.704 | 1.704 | 1.704   | 1.704 | 1.704 | 1.704 | 1.704 | 0.000  | 70715.000   | 70715.000   | 70715.000    | 70715.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0D118WR6QH6VW6TQ5XTJ4X/classes/01HB0D2Q8E7XPYK4TSA4ES9E2F/assignments        | 2.872 | 2.872 | 2.872   | 2.872 | 2.872 | 2.872 | 2.872 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D118QEKY2WF50A8EWVAXN/classes/01HB0D2EX4K6Q5PJBCJAZKQZ1P/assignments/export | 2.796 | 2.796 | 2.796   | 2.796 | 2.796 | 2.796 | 2.796 | 0.000  | 188998.000  | 188998.000  | 188998.000   | 188998.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D29KXF151ZQ8FWR7YGFP8/classes/01HB0D2K30JJ4EG2B7QKWH3GHH/assignments/export | 4.096 | 4.096 | 4.096   | 4.096 | 4.096 | 4.096 | 4.096 | 0.000  | 47301.000   | 47301.000   | 47301.000    | 47301.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D110S7XKW50ZGAQSRQ6WF/classes/01HB0D2H14DEYX6VTV0QYT981P/assignments/export | 2.108 | 2.108 | 2.108   | 2.108 | 2.108 | 2.108 | 2.108 | 0.000  | 23711.000   | 23711.000   | 23711.000    | 23711.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D2A5N41WZWDB6ZSSZSBH0/classes/01HB0D2MXNGAAM50CKG168T1NJ/assignments/export | 2.176 | 2.176 | 2.176   | 2.176 | 2.176 | 2.176 | 2.176 | 0.000  | 23557.000   | 23557.000   | 23557.000    | 23557.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D28QQD8TM40QAQJ8X4QPB/classes/01HB0D2GE8RE3S4J1J06PWW3FY/assignments/export | 2.200 | 2.200 | 2.200   | 2.200 | 2.200 | 2.200 | 2.200 | 0.000  | 141420.000  | 141420.000  | 141420.000   | 141420.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0D2AQ89QW97M10GD9C8ZQ1/classes                                               | 2.292 | 2.292 | 2.292   | 2.292 | 2.292 | 2.292 | 2.292 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0D2D3T4T7HQ91PETMY0364/classes                                               | 2.296 | 2.296 | 2.296   | 2.296 | 2.296 | 2.296 | 2.296 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D267CW7C8K10JX6A5B55M/classes/01HB0D2FZ55VG6TXS3A224BX2N/assignments/export | 2.476 | 2.476 | 2.476   | 2.476 | 2.476 | 2.476 | 2.476 | 0.000  | 165011.000  | 165011.000  | 165011.000   | 165011.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D118PEZ8RVMCP80NPCAG6/classes/01HB0D2G1CRNFNBCQG9TAPW0T7/assignments/export | 2.196 | 2.196 | 2.196   | 2.196 | 2.196 | 2.196 | 2.196 | 0.000  | 307112.000  | 307112.000  | 307112.000   | 307112.000  |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D2BENVD8ZB8VNXNHKY849/classes/01HB0D2NX0EC1BYZPD6QPXNTNB/assignments/export | 3.392 | 3.392 | 3.392   | 3.392 | 3.392 | 3.392 | 3.392 | 0.000  | 23554.000   | 23554.000   | 23554.000    | 23554.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D28V3KFKP6AMR7CM8HRGJ/classes                                               | 2.280 | 2.280 | 2.280   | 2.280 | 2.280 | 2.280 | 2.280 | 0.000  | 249.000     | 249.000     | 249.000      | 249.000     |
| 1     | 0   | 1    | 0   | 0   | 0   | GET    | /api/courses/01HB0D25PWPV0WNFBYR15CK4F1/classes/01HB0D2MXSGHA3T6QAVMNCWBF5/assignments/export | 2.000 | 2.000 | 2.000   | 2.000 | 2.000 | 2.000 | 2.000 | 0.000  | 47244.000   | 47244.000   | 47244.000    | 47244.000   |
| 1     | 0   | 1    | 0   | 0   | 0   | PUT    | /api/courses/01HB0D28DSSSTV91V7EDBYDRAQ/classes/01HB0D2HPF9M2X4XQ46SVG92FV/assignments/scores | 3.940 | 3.940 | 3.940   | 3.940 | 3.940 | 3.940 | 3.940 | 0.000  | 0.000       | 0.000       | 0.000        | 0.000       |
| 1     | 0   | 1    | 0   | 0   | 0   | POST   | /api/courses/01HB0D29YF076TNYV16875HT22/classes                                               | 3.676 | 3.676 | 3.676   | 3.676 | 3.676 | 3.676 | 3.676 | 0.000  | 42.000      | 42.000      | 42.000       | 42.000      |
